sma_one,sma_two,result
20,75,0.032796872979798754
20,78,0.03451822786550704
20,81,0.035011438421124204
20,84,0.034795895166195155
22,83,0.034399076616746536
22,86,0.03505375924502372
23,75,0.032383125583913694
23,78,0.03346534458423566
23,81,0.03400493382213545
23,84,0.03503501483844262
24,79,0.03375703822593997
24,82,0.034744804564741334
24,85,0.03522543568255438
24,88,0.03610648775767992
25,80,0.03396290719956572
25,83,0.035420331719077665
25,86,0.03589359820634437
25,89,0.03593342070915389
25,92,0.035449815787000134
26,75,0.033185089700057416
26,78,0.034214551947695175
26,81,0.034670204018866176
26,84,0.035771980192007634
26,87,0.035673242280396304
26,90,0.03617102323787842
26,93,0.03671352204467623
26,96,0.036881153751792885
27,79,0.03429134497433964
27,82,0.03514414476941068
27,85,0.03588636944943545
27,88,0.036272801647619264
28,83,0.03572397711678093
28,86,0.036310912773566434
28,89,0.035767471908772434
28,92,0.03542464502355568
29,75,0.033729327048532994
29,78,0.03516176042968278
29,81,0.03532309053794356
29,84,0.036058014455114425
29,87,0.03607982756193665
29,90,0.03556782078579816
29,93,0.036543511579049184
29,96,0.037655265535145935
30,100,0.038101540455620725
30,79,0.03496427771147787
30,82,0.03537637827260634
30,85,0.036247860962300385
30,88,0.03573891690399459
30,91,0.035949851245649124
30,94,0.03686220489174625
30,97,0.0378879950674842
31,83,0.03484923949646958
31,86,0.035086052842038605
31,89,0.03513337247698313
31,92,0.036680814526519175
32,87,0.03484685176319851
32,90,0.035345107984473864
32,93,0.03701135927796215
32,96,0.037523916949190536
33,100,0.038002221365376135
33,79,0.03523779251737698
33,82,0.03574830761274158
33,85,0.03530661606638213
33,88,0.035351005840317994
33,91,0.0361315295636102
33,94,0.036682165135529216
33,97,0.03703600748943421
34,101,0.03814440145354619
34,104,0.03857641075945565
34,107,0.03859300128622619
34,110,0.03867041563494731
34,95,0.03743889227267177
34,98,0.03794217809236211
35,102,0.03845599420838283
35,105,0.038267957625571315
35,108,0.038397943901302516
35,87,0.03622137475313995
35,90,0.036463169731798334
35,93,0.03793962419945584
35,96,0.038230342270942345
35,99,0.03789188503457749
36,100,0.03785606423215643
36,91,0.036911235063575916
36,94,0.037708395519811734
36,97,0.037604226442202716
37,101,0.038211195038463715
37,104,0.03870030433514856
37,95,0.037747217415084335
37,98,0.03749515538411335
38,102,0.03883257785924035
38,105,0.03904408635026968
38,108,0.03909599965764938
38,99,0.03759807825022468
39,100,0.0383901635911679
39,103,0.03895873950211075
39,106,0.03895835771109822
39,109,0.03976299771499781
39,112,0.04015627612738104
39,91,0.0370284472106105
39,94,0.03796995619220738
39,97,0.03708547937882061
40,101,0.03782563814342733
40,104,0.03874236040549624
40,95,0.037261925401649014
40,98,0.037576123545603225
41,102,0.038141193361597665
41,105,0.03869064595711953
41,108,0.03890974051712868
41,99,0.03701189079992402
42,103,0.037918812673280435
42,106,0.038337149584988066
42,109,0.038939069247664486
42,112,0.03965783655074413
43,101,0.0381421998856122
43,104,0.038500831624408205
43,95,0.03697033947194125
43,98,0.037050635797671684
44,102,0.03867562598278805
44,105,0.039484813859786895
44,108,0.0395934458654544
44,99,0.03801469029024555
45,103,0.0392395494572494
45,106,0.03961491242127629
45,109,0.039273639822900865
45,112,0.03969723711897664
48,103,0.03924873518303218
48,106,0.039091459394668536
48,109,0.03929096704280239
48,112,0.03951325870192463
5,31,0.022088324198620557
15,35,0.030053229313202787
14,33,0.030582430874784333
14,34,0.030805114152182917
14,35,0.03085628611361216
14,36,0.03087479118442242
14,37,0.03056645842452581
15,33,0.03062724450332845
15,34,0.031243260692412057
15,36,0.03089137628484832
15,37,0.029893811818262155
16,33,0.03176871690918393
16,34,0.03248537515144466
16,35,0.03130303850569656
16,36,0.031463031095905584
16,37,0.031038324671346925
15,32,0.030012524412578317
16,32,0.03213385427961178
17,32,0.032347407516111086
17,33,0.031850549112467035
17,34,0.03231238575280688
17,35,0.032282584795767365
17,36,0.031339629317196235
12,41,0.030302222672751563
11,39,0.030036149208070188
11,40,0.029753095601231964
11,41,0.030113942459288237
11,42,0.030133971886679774
11,43,0.03151091431370218
12,39,0.030786677567064536
12,40,0.030528223490968755
12,42,0.030599564257606807
12,43,0.03145156448370152
13,39,0.029769661424605024
13,40,0.029693780994106175
13,41,0.029783548910772614
13,42,0.029616042868406682
13,43,0.02999704600048458
10,41,0.030759982148260107
10,42,0.03048770308249017
10,43,0.030769494520833118
10,44,0.031136239153590924
10,45,0.03138607914357821
11,44,0.03174216843992339
11,45,0.03200311057406192
12,44,0.03103504770949035
12,45,0.030377151937176182
10,46,0.032028930094624965
10,47,0.0320823600914432
11,46,0.032166215609307595
11,47,0.0325481804121173
12,46,0.0308802571451849
12,47,0.031037224156705307
10,48,0.03311617164987392
10,49,0.03240850897544812
11,48,0.03268059854377652
11,49,0.03197640853050243
12,48,0.032001570727033635
12,49,0.03164392500948003
9,46,0.031894156676005064
9,47,0.0318658750237233
9,48,0.03208692703443428
9,49,0.03153749182039526
9,50,0.03146352162872637
10,50,0.03200340087819382
11,50,0.03172607480883085
21,51,0.029574205715505893
20,49,0.029718158726802776
20,50,0.029349610066830338
20,51,0.02910459964625188
20,52,0.02933431988801304
20,53,0.029199598844354763
21,49,0.029047957873485988
21,50,0.0293662724815986
21,52,0.029086624406308537
21,53,0.02886588336927505
22,49,0.029853024985851944
22,50,0.029886412129639637
22,51,0.028869419971699187
22,52,0.029284124355075308
22,53,0.02964898417802876
21,48,0.02896608605478013
22,48,0.02974083293204868
23,48,0.029037754133855537
23,49,0.029343501327649592
23,50,0.02894821503344623
23,51,0.029078691175875106
23,52,0.029281913288426838
8,61,0.03155492009617604
7,58,0.030345780679506336
7,60,0.03062667115224981
7,62,0.029521760796125975
7,64,0.030021861528370962
8,58,0.03109475904231884
8,60,0.031647810345602316
8,62,0.031038360753976767
8,64,0.030080890537389195
9,58,0.03164895195162528
9,60,0.03193063916332106
9,62,0.03109056089340705
9,64,0.031019442854652406
8,57,0.031177356248906718
8,59,0.03094179219930682
8,63,0.030640420061735563
9,57,0.03167868948800619
9,59,0.031306565816783365
9,61,0.03145771507064347
9,63,0.03104668602475535
10,57,0.03258525215345415
10,59,0.03180681094946641
10,61,0.032157460878483264
10,63,0.0320378737290534
9,54,0.032286799369249566
9,56,0.03242125225794517
10,54,0.03276665569654191
10,56,0.03254975541772223
10,58,0.03234970377952625
10,60,0.032422641264136784
11,54,0.03236087793712799
11,56,0.032559722176266084
11,58,0.03220182871978623
11,60,0.032591925208719695
9,51,0.031923133257685275
9,53,0.03144575800236464
9,55,0.03229816335903126
10,51,0.032006248496138624
10,53,0.03203513517405245
10,55,0.03218941797847245
11,51,0.03182100562087849
11,53,0.032088988928878244
11,55,0.03212637870048296
11,57,0.03207606466243195
18,45,0.029722648378471737
17,42,0.029780672661294326
17,44,0.02997123223029565
17,46,0.030298540950348524
17,48,0.03099306129437934
18,42,0.029659921482655924
18,44,0.030263786108305418
18,46,0.029925671147705907
18,48,0.031320968722017464
19,42,0.029912181849188195
19,44,0.029146767758211005
19,46,0.02949768996628035
19,48,0.030048365940608418
17,45,0.030310478449512675
17,47,0.03097425324238087
17,49,0.031043313309988062
17,51,0.03099407550198296
18,47,0.030750269816545807
18,49,0.0303336740146427
18,51,0.030383700584166142
19,45,0.029179537526302337
19,47,0.028991610620772008
19,49,0.029313078571985517
19,51,0.02911457035860899
5,62,0.026186424194762845
4,59,0.02551639789919299
4,61,0.025705546272327937
4,63,0.0254031894372446
4,65,0.025415901210002367
5,59,0.026830117169531327
5,61,0.026118950755873827
5,63,0.0260703245130474
5,65,0.02647697259480269
6,59,0.02857314190519243
6,61,0.02867894948141681
6,63,0.028118171007097258
6,65,0.028625519291629167
5,58,0.026655008138021755
5,60,0.027033011005870567
5,64,0.025984833438762518
6,58,0.028461512647756523
6,60,0.02899851267393835
6,62,0.028380462053445236
6,64,0.028103771640922297
6,57,0.028707920309791014
7,57,0.030820547738820068
7,59,0.02988022250987672
7,61,0.030092191894527574
7,63,0.029612383241993324
9,51,0.03192313325768528
15,45,0.028608262386375795
14,42,0.029254558034449936
14,44,0.0286443374162292
14,46,0.029435132780733918
14,48,0.030366031578330194
15,42,0.028791795425901462
15,44,0.0284139802498807
15,46,0.028614598086452232
15,48,0.029834837709633667
16,42,0.0294490148806784
16,44,0.029376714145488207
16,46,0.02984520031314693
16,48,0.0311898514139995
15,47,0.029267969750365993
15,49,0.03047504326880525
15,51,0.03067037579335857
16,45,0.02943226406521124
16,47,0.030279078301498962
16,49,0.030249549546378044
16,51,0.030227160172574218
18,60,0.03044406784583948
15,59,0.03172561785178737
15,60,0.031619371975293166
15,61,0.03141247916455392
17,59,0.03189471941219355
17,60,0.03185038417624247
17,61,0.03117779572355015
19,59,0.030623461327869923
19,60,0.030022233494198355
19,61,0.030092220330845795
21,59,0.02921258307752717
21,60,0.02952041231766533
21,61,0.029719355322433843
14,58,0.03126021618302116
14,59,0.03162189057806185
14,60,0.03178515291624172
16,58,0.032047688693143284
16,59,0.03150487970808262
16,60,0.03150089861005925
18,58,0.03103566760280508
18,59,0.0307023777605756
20,58,0.02951200470486135
20,59,0.029019375927119895
20,60,0.0298525704901402
13,57,0.031956998240091634
13,58,0.03138586081008084
13,59,0.031326194989094086
15,57,0.03142084742822896
15,58,0.03143518583677068
17,57,0.032228796729431984
17,58,0.03238532372463551
19,57,0.030602469878212118
19,58,0.03069725568631082
14,57,0.031369060613419625
16,57,0.03155039120377644
18,57,0.031719892671852636
20,57,0.029623566468458564
5,35,0.02353928193532444
4,32,0.0207744554455849
4,34,0.021824645935649985
4,36,0.022688806524548952
4,38,0.02320784883280886
5,32,0.022234436713691692
5,34,0.022316089529419054
5,36,0.024095902250601663
5,38,0.024599203917311192
6,32,0.02366199222730865
6,34,0.02390551007775784
6,36,0.02521150952555804
6,38,0.026276878755357332
5,37,0.024171843890714327
5,39,0.024791804941714526
5,41,0.025369972610618883
6,35,0.024546656876010483
6,37,0.025731269628969856
6,39,0.026810769355009853
6,41,0.02743738500447428
7,35,0.028143410568449462
7,37,0.028553895485565826
7,39,0.0282740535201289
7,41,0.02957234608775365
6,40,0.026694454106316132
6,42,0.0276234217615894
6,44,0.028010748058774227
7,38,0.028072390847401246
7,40,0.02956214479453757
7,42,0.029002518918236495
7,44,0.029881257728602437
8,38,0.028681699509331613
8,40,0.029662216024706645
8,42,0.029258593100429182
8,44,0.02988981082297652
7,43,0.029100657773781638
7,45,0.029379388254187462
7,47,0.030429641271532474
8,41,0.028941611461829175
8,43,0.02973980430852475
8,45,0.03042546550122604
8,47,0.03135325738097334
9,41,0.030046455396274933
9,43,0.0305794397697113
9,45,0.031308359112884716
8,46,0.031373837421765284
8,48,0.03133696277190403
8,50,0.031256069883994465
9,44,0.030978650571855695
10,47,0.032082360091443204
23,35,0.027019235998786376
22,32,0.02748453437516804
22,34,0.026965928671599745
22,36,0.02785258811647833
22,38,0.027552167863400468
23,32,0.025471783448994097
23,34,0.026654671308343043
23,36,0.026967761283254017
23,38,0.027183288806453747
24,32,0.02630374098605269
24,34,0.026321316395516055
24,36,0.025692491524667908
24,38,0.026068718734600843
21,33,0.028561677870364805
21,35,0.027572370081242092
21,37,0.02730281429144933
21,39,0.028259181687049863
22,33,0.02677947278946109
22,35,0.027468710710193443
22,37,0.02789914586408415
22,39,0.027746351518166533
23,33,0.025999834224892767
23,37,0.026752888892510457
23,39,0.027339899907061687
20,30,0.030728985856195164
20,32,0.030363422839241937
20,34,0.029714440779253438
20,36,0.028662756882723506
21,30,0.029341730947510095
21,32,0.0288981022823128
21,34,0.02802643212089624
21,36,0.02736485522512909
22,30,0.028310145845303693
19,27,0.03213056115295375
19,29,0.03055481149116013
19,31,0.031642685062147576
19,33,0.03073830544768617
20,27,0.031973714402867934
20,29,0.02995907567500185
20,31,0.031191465586496506
20,33,0.029538464198026908
21,27,0.029052484115594194
21,29,0.027967298051154738
21,31,0.030229751140079645
18,24,0.03242696945168178
18,26,0.033113266332002636
18,28,0.03206973119673432
18,30,0.031872848796348406
19,24,0.03446246553967509
19,26,0.03378516306022841
19,28,0.03235556684279082
19,30,0.03127351175149255
20,24,0.0336872993376545
20,26,0.032344862939351134
20,28,0.03005746250690645
18,21,0.031134505450132344
18,23,0.032273372369753896
18,25,0.033213146689740035
18,27,0.0335100049623748
19,21,0.03201232732648495
19,23,0.0334044558787692
19,25,0.03422676614642025
20,21,0.03538031583338873
20,23,0.033636555559177585
20,25,0.034301026376346216
19,20,0.028990687660186632
19,22,0.032512838463746994
20,22,0.03328388319432192
21,22,0.03008527174912293
21,24,0.03175887837200881
9,21,0.02142893346582301
8,18,0.01908658684441664
8,20,0.020225910333723875
8,22,0.02136491582357147
8,24,0.022798251170468086
9,18,0.019902272889954383
9,20,0.02085108373133269
9,22,0.022632321045284502
9,24,0.02402822913470102
10,18,0.02247999589634562
10,20,0.022523821244858817
10,22,0.02302254253171284
10,24,0.02478386296835884
9,23,0.023249081959699408
9,25,0.024079081130464832
9,27,0.024411759661900536
10,21,0.023254385292422103
10,23,0.023887636643103363
10,25,0.025838690995637226
10,27,0.025391355782997616
11,21,0.02284257023796716
11,23,0.02449869720997892
11,25,0.025000655746136646
11,27,0.026438393860363268
10,26,0.02557954821657105
10,28,0.026611959792858325
10,30,0.02792034594799649
11,24,0.02465589896958859
11,26,0.026018147287731688
11,28,0.026960711880885467
11,30,0.027883287257503414
12,24,0.0249026972950633
12,26,0.026020177151879924
12,28,0.02670274023117708
12,30,0.028202554235600686
11,29,0.02725155847853168
11,31,0.028221868317887863
11,33,0.02811435936819409
12,27,0.026296846897742983
12,29,0.02767888175956505
12,31,0.028233023536244805
12,33,0.028905663454543564
13,27,0.02632856165543615
13,29,0.02836355863086461
13,31,0.02884649939961452
13,33,0.029434050539842563
12,32,0.028220579663107374
12,34,0.029175462508147107
12,36,0.030601191872243663
13,30,0.028702609828331036
13,32,0.029734913750096844
13,34,0.030162670465515188
13,36,0.03163777538850656
14,30,0.029191621429044787
14,32,0.030392674801696107
12,35,0.029828884069963982
12,37,0.030254203152829326
13,35,0.03091279725220226
13,37,0.031128070516975533
14,39,0.029210416319242295
12,80,0.03233166523029918
11,77,0.032562183613715164
11,79,0.031881862973987665
11,81,0.0327567789186878
11,83,0.032530231927873035
12,77,0.032298876604470214
12,79,0.03217046477788932
12,81,0.03293830662870431
12,83,0.03330203326766328
13,77,0.0330221612258773
13,79,0.03239824402208979
13,81,0.03264603716661035
13,83,0.033453519365929864
12,82,0.033207166344780305
12,84,0.03363341169325114
12,86,0.034577673701539316
13,80,0.032938399273139615
13,82,0.032769241254100946
13,84,0.033548327509017414
13,86,0.03410465073114122
14,80,0.03361573303667486
14,82,0.03411441037349617
14,84,0.03445411477700687
14,86,0.034088712009693524
11,85,0.03282799129640978
11,87,0.03396184395809732
11,89,0.03533228788754535
12,85,0.03413219947121776
12,87,0.0345757187524745
12,89,0.035337190506517804
13,85,0.03377350620447675
13,87,0.034293139257876595
13,89,0.034791431374734574
11,86,0.033546787426760975
11,88,0.03444598546037854
11,90,0.035350390319345414
11,92,0.03643148529462629
12,88,0.035595659509469565
12,90,0.035156296841342034
12,92,0.03642910396641112
13,88,0.03442762964337372
13,90,0.035024666415528836
13,92,0.036001548145996244
10,89,0.03409255958063344
10,91,0.034814249206859035
10,93,0.036143697146917335
10,95,0.036260905067923024
11,91,0.035833222071598315
11,93,0.03674895840314246
11,95,0.03716344413765759
12,91,0.03593794924375561
12,93,0.036985671091769305
12,95,0.037026189490559726
10,92,0.03538365914454554
10,94,0.03624041855403677
10,96,0.03683468299776523
10,98,0.03722475920399791
11,94,0.037122616319994514
11,96,0.03729388791080273
11,98,0.03724197756701128
12,94,0.037418962181041585
12,96,0.03748865183386868
12,98,0.03723693600820789
11,97,0.036948607010307985
11,99,0.0366486828226572
12,97,0.03696151313330622
12,99,0.03695447092995472
13,93,0.036988139119671366
13,95,0.03717328381169127
13,97,0.03691016443801009
13,99,0.03667141002811716
22,90,0.03569915768243373
18,89,0.03564334679213006
18,91,0.03639336954651075
20,89,0.03502534589154646
20,91,0.035677494689976365
22,89,0.036144770791703695
22,91,0.0354730373012514
24,89,0.03621059503812971
24,91,0.03550809998302601
26,89,0.036133624692947945
26,91,0.03573001765022245
14,90,0.03534724368118259
14,92,0.036766121492721404
16,90,0.03557009794375718
16,92,0.0364682384378527
18,90,0.03586865784679595
18,92,0.03685940667536279
20,90,0.035346415897505916
20,92,0.036257367848838574
22,92,0.03542881423999013
14,91,0.036664101760229134
14,93,0.03720496624378994
16,91,0.03623567421422785
16,93,0.03659586935963268
18,93,0.03698818238616807
20,93,0.037140134017174094
22,93,0.03606995618320313
12,94,0.03741896218104159
14,94,0.037138623673894686
16,94,0.035900110121496666
18,94,0.03723336073197862
8,93,0.03448128914909883
8,95,0.03493269087533732
14,95,0.03686773527455834
16,95,0.03600432762933007
70,150,0.04260557237987065
60,140,0.04350955922978275
60,148,0.04262681051710227
60,156,0.04355870480746151
68,140,0.04227092254105644
68,148,0.042895310629052594
68,156,0.0422910088244857
76,140,0.042855771795359494
76,148,0.04239358786922488
76,156,0.04238948357010781
50,146,0.04208109106452404
50,154,0.04263438024013707
50,162,0.04304142073294189
58,146,0.04295937609920164
58,154,0.044001184337226724
58,162,0.043637937033113916
66,146,0.04285019851780012
66,154,0.042230310779190386
66,162,0.043392991320815054
48,144,0.0415454704397314
48,152,0.04187252925124665
48,160,0.042864896473358616
56,144,0.04297276151175353
56,152,0.04340213443348275
56,160,0.044001652190037044
64,144,0.04236026459340204
64,152,0.04201872066153529
64,160,0.043470582530979386
46,150,0.04269614932978675
46,158,0.042127097423702804
46,166,0.04275839979872163
54,150,0.04295971346812809
54,158,0.044254153949078834
54,166,0.04252123298933811
62,150,0.041987060735758974
62,158,0.043112292065954134
62,166,0.04339850754612853
44,148,0.04187544404175562
44,156,0.041946930418697445
44,164,0.0428583202524237
52,148,0.04263151902165031
52,156,0.04266868524042248
52,164,0.043164306570979354
60,164,0.043543429222758445
